V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,T1,T2
8.21,24.00,50993.27,3087.46,9300.54,437.96,437.96,917.88,288.00,728.60,3.60,1.00,18.57,1.04,60.11,1.19,0.99,0.98
9.30,27.00,72764.85,3560.39,9743.16,645.08,645.08,1065.91,288.00,774.49,4.53,1.00,22.81,1.05,88.71,1.76,0.99,0.98
1.14,3.00,3395.21,1334.25,6617.64,6.62,6.62,554.32,288.00,557.86,1.21,1.00,6.55,1.02,24.00,0.21,0.99,0.99
2.09,6.00,5620.59,1394.14,6783.03,31.49,31.49,568.01,288.00,567.83,1.30,1.00,7.01,1.02,0.00,0.21,0.99,0.99
3.14,9.00,8375.70,1386.74,7053.91,60.32,60.32,581.07,288.00,578.09,1.39,1.00,7.52,1.02,12.13,0.24,0.99,0.99
4.16,12.00,14719.17,1547.45,7728.73,113.73,113.73,635.63,288.00,604.18,1.66,1.00,8.95,1.02,17.01,0.34,0.99,0.99
5.14,15.00,21626.34,1924.32,8468.58,175.24,175.24,702.18,288.00,634.67,2.09,1.00,11.14,1.03,24.93,0.49,0.99,0.99
6.18,18.00,29761.91,2306.79,8798.27,245.96,245.96,769.85,288.00,665.13,2.51,1.00,13.28,1.03,34.06,0.67,0.99,0.99
7.15,21.00,39002.30,2678.04,9119.46,332.42,332.42,819.60,288.00,686.75,2.98,1.00,15.63,1.04,43.75,0.87,0.99,0.99
8.21,24.00,50993.47,3087.47,9300.97,438.03,438.03,916.83,288.00,728.43,3.60,1.00,18.55,1.04,60.01,1.19,0.99,0.99
9.30,27.00,72765.30,3560.39,9744.05,644.73,644.73,1065.03,288.00,774.34,4.53,1.00,22.78,1.05,88.61,1.75,0.99,0.99
1.14,3.00,2101.02,1335.47,6619.07,6.68,6.68,513.39,288.00,551.80,1.17,1.00,6.29,1.02,20.90,0.16,0.99,0.99
2.09,6.00,5915.24,1392.93,6784.71,31.27,31.27,575.36,288.00,568.67,1.31,1.00,7.05,1.02,0.00,0.22,0.99,0.99
3.14,9.00,8375.83,1386.74,7056.43,60.32,60.32,580.27,288.00,577.95,1.39,1.00,7.51,1.02,12.09,0.24,0.99,0.99
4.16,12.00,14719.20,1547.45,7730.68,113.73,113.73,634.76,288.00,604.02,1.66,1.00,8.94,1.02,16.97,0.34,0.99,0.99
5.14,15.00,21626.75,1924.32,8469.48,175.22,175.22,701.23,288.00,634.49,2.09,1.00,11.13,1.03,24.87,0.49,0.99,0.99
6.18,18.00,29761.95,2306.78,8799.28,245.97,245.97,768.76,288.00,664.91,2.51,1.00,13.27,1.03,33.99,0.67,0.99,0.99
7.15,21.00,39001.70,2678.05,9119.97,332.43,332.43,818.58,288.00,686.58,2.98,1.00,15.61,1.04,43.67,0.87,0.99,0.99
8.21,24.00,50993.63,3087.47,9301.39,437.97,437.97,915.78,288.00,728.26,3.60,1.00,18.53,1.04,59.92,1.19,0.99,0.99
9.30,27.00,72766.86,3560.39,9744.95,644.89,644.89,1064.17,288.00,774.18,4.53,1.00,22.75,1.05,88.50,1.75,0.99,0.99
1.14,3.00,1324.75,1344.21,6625.98,7.15,7.15,483.05,288.00,547.66,1.14,1.00,6.12,1.02,14.62,0.12,0.99,0.99
2.09,6.00,6007.54,1392.33,6786.81,31.16,31.16,577.09,288.00,568.88,1.31,1.00,7.06,1.02,0.00,0.22,0.99,0.99
3.14,9.00,8375.89,1386.74,7058.95,60.32,60.32,579.48,288.00,577.80,1.39,1.00,7.50,1.02,12.06,0.24,0.99,0.99
4.16,12.00,14719.24,1547.45,7732.63,113.75,113.75,633.90,288.00,603.86,1.66,1.00,8.93,1.02,16.92,0.34,0.99,0.99
5.14,15.00,21626.70,1924.32,8470.37,175.26,175.26,700.27,288.00,634.31,2.09,1.00,11.12,1.03,24.82,0.49,0.99,0.99
6.18,18.00,29761.98,2306.77,8800.29,245.95,245.95,767.67,288.00,664.68,2.51,1.00,13.26,1.03,33.92,0.67,0.99,0.99
7.15,21.00,39001.12,2678.05,9120.47,332.29,332.29,817.57,288.00,686.41,2.98,1.00,15.60,1.04,43.59,0.86,0.99,0.99
8.21,24.00,50993.72,3087.48,9301.82,438.10,438.10,914.73,288.00,728.10,3.59,1.00,18.51,1.04,59.82,1.18,0.99,0.99
9.30,27.00,72767.03,3560.40,9745.82,644.90,644.90,1063.29,288.00,774.03,4.53,1.00,22.73,1.05,88.40,1.75,0.99,0.99
1.14,3.00,1110.91,1357.05,6636.38,7.86,7.86,468.63,288.00,546.36,1.13,1.00,6.07,1.02,6.82,0.10,0.99,0.99
2.09,6.00,6130.15,1391.41,6788.71,31.00,31.00,579.78,288.00,569.35,1.31,1.00,7.08,1.02,0.00,0.23,0.99,0.99
3.14,9.00,8376.01,1386.74,7061.47,60.32,60.32,578.70,288.00,577.66,1.39,1.00,7.50,1.02,12.03,0.24,0.99,0.99
4.16,12.00,14719.40,1547.45,7734.59,113.75,113.75,633.04,288.00,603.71,1.66,1.00,8.92,1.02,16.88,0.33,0.99,0.99
5.14,15.00,21626.78,1924.33,8471.26,175.22,175.22,699.32,288.00,634.14,2.09,1.00,11.10,1.03,24.76,0.49,0.99,0.99
6.18,18.00,29762.01,2306.76,8801.30,245.97,245.97,766.58,288.00,664.46,2.51,1.00,13.24,1.03,33.85,0.67,0.99,0.99
7.15,21.00,39000.63,2678.05,9120.97,332.42,332.42,816.56,288.00,686.24,2.98,1.00,15.58,1.04,43.51,0.86,0.99,0.99
8.21,24.00,50993.70,3087.48,9302.24,438.10,438.10,913.68,288.00,727.93,3.59,1.00,18.49,1.04,59.72,1.18,0.99,0.99
9.30,27.00,72768.24,3560.39,9746.71,644.77,644.77,1062.43,288.00,773.87,4.53,1.00,22.70,1.05,88.29,1.75,0.99,0.99
1.14,3.00,1309.49,1372.59,6649.22,8.74,8.74,471.18,288.00,547.35,1.14,1.00,6.11,1.02,2.17,0.10,0.99,0.99
2.09,6.00,6152.63,1391.04,6790.92,30.92,30.92,579.68,288.00,569.10,1.31,1.00,7.07,1.02,0.00,0.23,0.99,0.99
3.14,9.00,8376.08,1386.74,7063.99,60.32,60.32,577.91,288.00,577.51,1.39,1.00,7.49,1.02,11.99,0.24,0.99,0.99
4.16,12.00,14719.43,1547.45,7736.54,113.74,113.74,632.18,288.00,603.55,1.66,1.00,8.92,1.02,16.84,0.33,0.99,0.99
5.14,15.00,21627.15,1924.33,8472.16,175.27,175.27,698.38,288.00,633.96,2.09,1.00,11.09,1.03,24.71,0.49,0.99,0.99
6.18,18.00,29762.08,2306.76,8802.31,245.95,245.95,765.50,288.00,664.24,2.51,1.00,13.23,1.03,33.77,0.67,0.99,0.99
7.15,21.00,39000.02,2678.06,9121.47,332.37,332.37,815.56,288.00,686.07,2.98,1.00,15.56,1.04,43.43,0.86,0.99,0.99
8.21,24.00,50993.64,3087.48,9302.66,437.96,437.96,912.64,288.00,727.77,3.59,1.00,18.47,1.04,59.62,1.18,0.99,0.99
9.30,27.00,72768.50,3560.40,9747.58,645.05,645.05,1061.56,288.00,773.72,4.53,1.00,22.67,1.05,88.19,1.75,0.99,0.99
1.14,3.00,1594.25,1385.89,6660.60,9.51,9.51,477.53,288.00,548.89,1.15,1.00,6.17,1.02,1.16,0.10,0.99,0.99
2.09,6.00,6285.82,1390.19,6792.87,30.76,30.76,582.79,288.00,569.54,1.32,1.00,7.09,1.02,0.32,0.23,0.99,0.99
3.14,9.00,8376.21,1386.74,7066.52,60.32,60.32,577.12,288.00,577.37,1.39,1.00,7.48,1.02,11.96,0.24,0.99,0.99
4.16,12.00,14719.54,1547.45,7738.50,113.75,113.75,631.32,288.00,603.39,1.66,1.00,8.91,1.02,16.80,0.33,0.99,0.99
5.14,15.00,21627.41,1924.33,8473.06,175.27,175.27,697.43,288.00,633.78,2.09,1.00,11.08,1.03,24.65,0.49,0.99,0.99
6.18,18.00,29762.18,2306.76,8803.32,246.00,246.00,764.42,288.00,664.02,2.51,1.00,13.22,1.03,33.70,0.67,0.99,0.99
7.15,21.00,38999.48,2678.06,9121.97,332.30,332.30,814.55,288.00,685.90,2.98,1.00,15.55,1.04,43.35,0.86,0.99,0.99
8.21,24.00,50993.58,3087.48,9303.08,438.04,438.04,911.60,288.00,727.60,3.59,1.00,18.45,1.04,59.53,1.18,0.99,0.99
9.30,27.00,72769.85,3560.40,9748.45,645.11,645.11,1060.70,288.00,773.57,4.53,1.00,22.65,1.05,88.08,1.74,0.99,0.99
1.14,3.00,2313.47,1402.47,6674.78,10.50,10.50,497.31,288.00,552.67,1.18,1.00,6.33,1.02,0.03,0.13,0.99,0.99
2.09,6.00,6336.93,1389.54,6794.90,30.64,30.64,583.57,288.00,569.56,1.32,1.00,7.09,1.02,0.77,0.23,0.99,0.99
3.14,9.00,8376.29,1386.74,7069.04,60.33,60.33,576.34,288.00,577.23,1.39,1.00,7.47,1.02,11.93,0.24,0.99,0.99
4.16,12.00,14719.63,1547.45,7740.47,113.75,113.75,630.47,288.00,603.23,1.66,1.00,8.90,1.02,16.76,0.33,0.99,0.99
5.14,15.00,21627.28,1924.33,8473.95,175.27,175.27,696.49,288.00,633.60,2.09,1.00,11.07,1.03,24.60,0.49,0.99,0.99
6.18,18.00,29762.34,2306.76,8804.34,245.94,245.94,763.34,288.00,663.81,2.51,1.00,13.20,1.03,33.63,0.67,0.99,0.99
7.15,21.00,38998.99,2678.06,9122.48,332.38,332.38,813.55,288.00,685.73,2.98,1.00,15.53,1.04,43.27,0.86,0.99,0.99
8.21,24.00,50993.50,3087.48,9303.50,437.95,437.95,910.56,288.00,727.44,3.59,1.00,18.43,1.04,59.43,1.18,0.99,0.99
9.30,27.00,72770.84,3560.40,9749.32,644.83,644.83,1059.84,288.00,773.42,4.53,1.00,22.62,1.05,87.98,1.74,0.99,0.99
1.14,3.00,3499.67,1411.72,6684.28,11.07,11.07,531.66,288.00,558.34,1.23,1.00,6.58,1.02,0.00,0.17,0.99,0.99
2.09,6.00,6466.30,1388.05,6796.47,30.36,30.36,586.67,288.00,569.81,1.32,1.00,7.11,1.02,1.93,0.24,0.99,0.99
3.14,9.00,8376.48,1386.74,7071.57,60.33,60.33,575.56,288.00,577.08,1.39,1.00,7.47,1.02,11.89,0.24,0.99,0.99
4.16,12.00,14719.62,1547.46,7742.42,113.74,113.74,629.61,288.00,603.07,1.66,1.00,8.89,1.02,16.71,0.33,0.99,0.99
5.14,15.00,21627.67,1924.33,8474.85,175.26,175.26,695.55,288.00,633.43,2.09,1.00,11.06,1.03,24.54,0.49,0.99,0.99
6.18,18.00,29762.57,2306.77,8805.38,246.01,246.01,762.27,288.00,663.59,2.51,1.00,13.19,1.03,33.56,0.66,0.99,0.99
7.15,21.00,38998.42,2678.06,9122.98,332.38,332.38,812.56,288.00,685.57,2.98,1.00,15.51,1.04,43.19,0.86,0.99,0.99
8.21,24.00,50993.54,3087.47,9303.92,438.01,438.01,909.53,288.00,727.27,3.59,1.00,18.41,1.04,59.33,1.18,0.99,0.99
9.30,27.00,72771.16,3560.40,9750.18,644.88,644.88,1058.98,288.00,773.27,4.52,1.00,22.59,1.05,87.87,1.74,0.99,0.99
1.14,3.00,5643.84,1397.14,6678.69,10.22,10.22,592.73,288.00,566.62,1.29,1.00,6.95,1.02,0.52,0.24,0.99,0.99
2.09,6.00,6651.06,1385.10,6797.10,29.81,29.81,591.77,288.00,570.28,1.33,1.00,7.13,1.02,3.62,0.25,0.99,0.99
3.14,9.00,8376.53,1386.74,7074.09,60.32,60.32,574.78,288.00,576.94,1.39,1.00,7.46,1.02,11.86,0.24,0.99,0.99
4.16,12.00,14719.77,1547.46,7744.39,113.75,113.75,628.76,288.00,602.92,1.66,1.00,8.88,1.02,16.67,0.33,0.99,0.99
5.14,15.00,21627.81,1924.33,8475.74,175.23,175.23,694.61,288.00,633.25,2.09,1.00,11.05,1.03,24.49,0.49,0.99,0.99
6.18,18.00,29762.97,2306.79,8806.42,245.94,245.94,761.21,288.00,663.37,2.51,1.00,13.18,1.03,33.49,0.66,0.99,0.99
7.15,21.00,38997.94,2678.07,9123.48,332.28,332.28,811.56,288.00,685.40,2.98,1.00,15.49,1.04,43.11,0.85,0.99,0.99
8.21,24.00,50993.44,3087.47,9304.33,437.99,437.99,908.50,288.00,727.11,3.59,1.00,18.39,1.04,59.24,1.17,0.99,0.99
9.30,27.00,72772.59,3560.40,9751.04,645.01,645.01,1058.13,288.00,773.12,4.52,1.00,22.57,1.05,87.77,1.74,0.99,0.99
1.14,3.00,6590.52,1342.80,6646.74,7.08,7.08,631.30,288.00,568.70,1.31,1.00,7.05,1.02,20.92,0.30,0.99,0.99
2.09,6.00,6723.54,1383.60,6798.67,29.53,29.53,593.36,288.00,570.33,1.33,1.00,7.13,1.02,4.75,0.25,0.99,0.99
3.14,9.00,8376.62,1386.74,7076.62,60.33,60.33,574.00,288.00,576.80,1.39,1.00,7.45,1.02,11.83,0.23,0.99,0.99
4.16,12.00,14719.84,1547.46,7746.36,113.76,113.76,627.91,288.00,602.76,1.66,1.00,8.87,1.02,16.63,0.33,0.99,0.99
5.14,15.00,21627.86,1924.34,8476.63,175.27,175.27,693.67,288.00,633.07,2.09,1.00,11.04,1.03,24.43,0.48,0.99,0.99
6.18,18.00,29763.54,2306.81,8807.47,245.95,245.95,760.14,288.00,663.16,2.51,1.00,13.16,1.03,33.42,0.66,0.99,0.99
7.15,21.00,38997.49,2678.07,9123.98,332.25,332.25,810.57,288.00,685.23,2.98,1.00,15.48,1.04,43.03,0.85,0.99,0.99
8.21,24.00,50993.38,3087.47,9304.75,438.10,438.10,907.47,288.00,726.95,3.59,1.00,18.37,1.04,59.14,1.17,0.99,0.99
9.30,27.00,72772.23,3560.41,9751.88,645.03,645.03,1057.27,288.00,772.97,4.52,1.00,22.54,1.05,87.67,1.74,0.99,0.99
1.14,3.00,2222.27,1316.36,6627.63,5.60,5.60,517.91,288.00,550.89,1.17,1.00,6.25,1.02,28.34,0.17,0.99,1.00
2.09,6.00,6909.28,1377.31,6797.20,28.37,28.37,599.33,288.00,570.69,1.33,1.00,7.15,1.02,8.52,0.26,0.99,1.00
3.14,9.00,8376.78,1386.74,7079.15,60.33,60.33,573.22,288.00,576.65,1.39,1.00,7.45,1.02,11.79,0.23,0.99,1.00
4.16,12.00,14719.97,1547.46,7748.33,113.76,113.76,627.07,288.00,602.60,1.66,1.00,8.86,1.02,16.59,0.33,0.99,1.00
5.14,15.00,21628.15,1924.34,8477.53,175.23,175.23,692.74,288.00,632.90,2.09,1.00,11.03,1.03,24.38,0.48,0.99,1.00
6.18,18.00,29764.39,2306.85,8808.53,245.99,245.99,759.09,288.00,662.95,2.51,1.00,13.15,1.03,33.35,0.66,0.99,1.00
7.15,21.00,38997.00,2678.07,9124.48,332.36,332.36,809.58,288.00,685.07,2.98,1.00,15.46,1.04,42.95,0.85,0.99,1.00
8.21,24.00,50993.35,3087.47,9305.17,437.99,437.99,906.45,288.00,726.79,3.59,1.00,18.35,1.04,59.04,1.17,0.99,1.00
9.30,27.00,72774.46,3560.40,9752.74,644.87,644.87,1056.43,288.00,772.83,4.52,1.00,22.51,1.05,87.56,1.73,0.99,1.00
1.14,3.00,512.44,1343.13,6644.91,7.05,7.05,448.30,288.00,541.74,1.10,1.00,5.89,1.02,10.28,0.08,0.99,1.00
2.09,6.00,6885.81,1378.20,6800.23,28.53,28.53,597.60,288.00,570.49,1.33,1.00,7.14,1.02,7.75,0.26,0.99,1.00
3.14,9.00,8376.84,1386.74,7081.67,60.33,60.33,572.45,288.00,576.51,1.39,1.00,7.44,1.02,11.76,0.23,0.99,1.00
4.16,12.00,14720.11,1547.46,7750.31,113.75,113.75,626.22,288.00,602.45,1.66,1.00,8.85,1.02,16.55,0.33,0.99,1.00
5.14,15.00,21628.34,1924.34,8478.43,175.23,175.23,691.81,288.00,632.72,2.08,1.00,11.02,1.03,24.32,0.48,0.99,1.00
6.18,18.00,29765.61,2306.89,8809.60,245.96,245.96,758.03,288.00,662.73,2.51,1.00,13.14,1.03,33.28,0.66,0.99,1.00
7.15,21.00,38996.50,2678.07,9124.98,332.24,332.24,808.59,288.00,684.90,2.98,1.00,15.44,1.04,42.87,0.85,0.99,1.00
8.21,24.00,50993.25,3087.47,9305.58,438.02,438.02,905.43,288.00,726.63,3.59,1.00,18.33,1.04,58.95,1.17,0.99,1.00
9.30,27.00,72774.29,3560.41,9753.57,644.80,644.80,1055.58,288.00,772.68,4.52,1.00,22.49,1.05,87.46,1.73,0.99,1.00
1.14,3.00,996.10,1372.50,6667.41,8.70,8.70,455.20,288.00,544.45,1.13,1.00,6.00,1.02,0.00,0.08,0.99,1.00
2.09,6.00,6951.08,1372.52,6799.22,27.48,27.48,600.13,288.00,570.44,1.33,1.00,7.14,1.02,10.91,0.26,0.99,1.00
3.14,9.00,8376.94,1386.75,7084.20,60.33,60.33,571.68,288.00,576.37,1.39,1.00,7.43,1.02,11.73,0.23,0.99,1.00
4.16,12.00,14720.09,1547.46,7752.27,113.76,113.76,625.38,288.00,602.29,1.66,1.00,8.85,1.02,16.51,0.33,0.99,1.00
5.14,15.00,21628.51,1924.34,8479.33,175.28,175.28,690.88,288.00,632.55,2.08,1.00,11.00,1.03,24.27,0.48,0.99,1.00
6.18,18.00,29767.33,2306.95,8810.70,246.04,246.04,756.98,288.00,662.53,2.51,1.00,13.12,1.03,33.21,0.66,0.99,1.00
7.15,21.00,38995.94,2678.07,9125.48,332.37,332.37,807.61,288.00,684.74,2.98,1.00,15.43,1.04,42.79,0.85,0.99,1.00
8.21,24.00,50993.29,3087.47,9306.00,438.09,438.09,904.41,288.00,726.47,3.59,1.00,18.31,1.04,58.85,1.17,0.99,1.00
9.30,27.00,72775.61,3560.40,9754.42,645.11,645.11,1054.74,288.00,772.54,4.52,1.00,22.46,1.05,87.36,1.73,0.99,1.00
1.14,3.00,1361.17,1384.87,6678.55,9.43,9.43,464.83,288.00,546.48,1.14,1.00,6.08,1.02,0.00,0.09,0.99,1.00
2.09,6.00,6922.60,1369.89,6800.05,26.99,26.99,599.31,288.00,570.14,1.33,1.00,7.12,1.02,12.19,0.26,0.99,1.00
3.14,9.00,8377.08,1386.75,7086.73,60.34,60.34,570.90,288.00,576.22,1.39,1.00,7.43,1.02,11.70,0.23,0.99,1.00
4.16,12.00,14720.19,1547.46,7754.24,113.76,113.76,624.54,288.00,602.13,1.66,1.00,8.84,1.02,16.47,0.33,0.99,1.00
5.14,15.00,21628.68,1924.34,8480.22,175.24,175.24,689.95,288.00,632.37,2.08,1.00,10.99,1.03,24.21,0.48,0.99,1.00
6.18,18.00,29769.73,2307.03,8811.82,245.99,245.99,755.94,288.00,662.32,2.51,1.00,13.11,1.03,33.14,0.66,0.99,1.00
7.15,21.00,38995.50,2678.08,9125.98,332.33,332.33,806.63,288.00,684.57,2.98,1.00,15.41,1.04,42.71,0.85,0.99,1.00
8.21,24.00,50993.16,3087.47,9306.41,437.95,437.95,903.40,288.00,726.31,3.59,1.00,18.29,1.04,58.76,1.16,0.99,1.00
9.30,27.00,72775.56,3560.41,9755.24,645.11,645.11,1053.89,288.00,772.39,4.52,1.00,22.43,1.05,87.26,1.73,0.99,1.00
1.14,3.00,2367.95,1406.69,6696.64,10.74,10.74,493.49,288.00,551.85,1.18,1.00,6.30,1.02,0.00,0.12,0.99,1.00
2.09,6.00,6912.75,1368.73,6801.82,26.78,26.78,598.53,288.00,569.95,1.33,1.00,7.11,1.02,13.02,0.26,0.99,1.00
3.14,9.00,8377.14,1386.75,7089.26,60.34,60.34,570.13,288.00,576.08,1.39,1.00,7.42,1.02,11.66,0.23,0.99,1.00
4.16,12.00,14720.26,1547.46,7756.22,113.76,113.76,623.70,288.00,601.98,1.66,1.00,8.83,1.02,16.42,0.33,0.99,1.00
5.14,15.00,21628.94,1924.34,8481.12,175.28,175.28,689.03,288.00,632.20,2.08,1.00,10.98,1.03,24.16,0.48,0.99,1.00
6.18,18.00,29773.38,2307.14,8812.99,246.09,246.09,754.90,288.00,662.12,2.51,1.00,13.10,1.03,33.07,0.66,0.99,1.00
7.15,21.00,38995.07,2678.08,9126.48,332.30,332.30,805.65,288.00,684.41,2.97,1.00,15.39,1.04,42.63,0.84,0.99,1.00
8.21,24.00,50993.10,3087.47,9306.82,437.95,437.95,902.39,288.00,726.15,3.58,1.00,18.27,1.04,58.66,1.16,0.99,1.00
9.30,27.00,72776.94,3560.40,9756.07,644.83,644.83,1053.05,288.00,772.25,4.52,1.00,22.41,1.05,87.15,1.73,0.99,1.00
1.14,3.00,3338.98,1414.07,6704.82,11.20,11.20,521.23,288.00,556.46,1.22,1.00,6.49,1.02,0.00,0.16,0.99,1.00
2.09,6.00,6864.80,1366.11,6802.67,26.31,26.31,597.19,288.00,569.56,1.33,1.00,7.09,1.02,13.96,0.26,0.99,1.00
3.14,9.00,8377.26,1386.75,7091.79,60.34,60.34,569.36,288.00,575.94,1.39,1.00,7.41,1.02,11.63,0.23,0.99,1.00
4.16,12.00,14720.31,1547.46,7758.19,113.76,113.76,622.87,288.00,601.82,1.66,1.00,8.82,1.02,16.38,0.32,0.99,1.00
5.14,15.00,21629.09,1924.34,8482.02,175.29,175.29,688.11,288.00,632.02,2.08,1.00,10.97,1.03,24.11,0.48,0.99,1.00
6.18,18.00,29779.66,2307.29,8814.26,246.09,246.09,753.88,288.00,661.92,2.51,1.00,13.09,1.03,33.01,0.65,0.99,1.00
7.15,21.00,38994.61,2678.08,9126.98,332.33,332.33,804.67,288.00,684.24,2.97,1.00,15.38,1.04,42.55,0.84,0.99,1.00
8.21,24.00,50993.08,3087.46,9307.23,438.05,438.05,901.38,288.00,725.99,3.58,1.00,18.25,1.04,58.57,1.16,0.99,1.00
9.30,27.00,72776.51,3560.41,9756.88,644.99,644.99,1052.21,288.00,772.11,4.51,1.00,22.38,1.05,87.05,1.72,0.99,1.00
1.14,3.00,2413.72,1366.30,6611.94,8.46,8.46,518.15,288.00,554.86,1.18,1.00,6.43,1.02,7.72,0.15,0.99,0.98
2.09,6.00,3758.35,1387.39,6752.10,30.16,30.16,523.35,288.00,561.31,1.24,1.00,6.72,1.02,0.00,0.15,0.99,0.98
3.14,9.00,8374.48,1386.73,7026.56,60.30,60.30,588.63,288.00,579.33,1.39,1.00,7.59,1.02,12.45,0.25,0.99,0.98
4.16,12.00,14718.10,1547.44,7707.13,113.74,113.74,643.95,288.00,605.58,1.67,1.00,9.04,1.02,17.42,0.35,0.99,0.98
5.14,15.00,21624.15,1924.31,8458.75,175.20,175.20,711.36,288.00,636.24,2.09,1.00,11.26,1.03,25.47,0.50,0.99,0.98
6.18,18.00,29760.93,2306.84,8787.13,246.02,246.02,780.44,288.00,667.15,2.52,1.00,13.42,1.03,34.77,0.69,0.99,0.98
7.15,21.00,39009.31,2677.99,9113.95,332.38,332.38,829.24,288.00,688.17,2.99,1.00,15.81,1.04,44.53,0.88,0.99,0.98
8.21,24.00,50984.80,3087.14,9295.99,437.99,437.99,926.85,288.00,729.83,3.60,1.00,18.76,1.04,60.96,1.21,0.99,0.98
9.30,27.00,72756.12,3560.36,9733.70,644.67,644.67,1072.82,288.00,775.60,4.55,1.00,23.06,1.05,89.60,1.77,0.99,0.98
1.14,3.00,3319.24,1351.79,6605.83,7.63,7.63,552.41,288.00,558.80,1.21,1.00,6.60,1.02,17.24,0.20,0.99,0.98
2.09,6.00,4085.12,1390.81,6756.78,30.81,30.81,531.61,288.00,562.77,1.25,1.00,6.79,1.02,0.00,0.16,0.99,0.98
3.14,9.00,8374.63,1386.73,7029.08,60.30,60.30,587.82,288.00,579.18,1.39,1.00,7.58,1.02,12.41,0.25,0.99,0.98
4.16,12.00,14718.21,1547.44,7709.06,113.74,113.74,643.06,288.00,605.42,1.67,1.00,9.03,1.02,17.37,0.34,0.99,0.98
5.14,15.00,21624.38,1924.31,8459.64,175.22,175.22,710.38,288.00,636.06,2.09,1.00,11.24,1.03,25.41,0.50,0.99,0.98
6.18,18.00,29761.06,2306.85,8788.15,246.02,246.02,779.32,288.00,666.92,2.52,1.00,13.41,1.03,34.70,0.69,0.99,0.98
7.15,21.00,39008.68,2678.00,9114.45,332.43,332.43,828.20,288.00,688.00,2.99,1.00,15.79,1.04,44.45,0.88,0.99,0.98
8.21,24.00,50987.06,3087.21,9296.46,438.03,438.03,925.78,288.00,729.65,3.60,1.00,18.74,1.04,60.86,1.21,0.99,0.98
9.30,27.00,72756.93,3560.36,9734.65,644.88,644.88,1071.92,288.00,775.44,4.54,1.00,23.03,1.05,89.49,1.77,0.99,0.98
1.14,3.00,4455.64,1378.48,6627.06,9.17,9.17,575.54,288.00,563.72,1.25,1.00,6.83,1.02,5.90,0.22,0.99,0.98
2.09,6.00,4498.20,1393.47,6760.90,31.33,31.33,542.31,288.00,564.38,1.26,1.00,6.86,1.02,0.00,0.18,0.99,0.98
3.14,9.00,8374.77,1386.73,7031.59,60.31,60.31,587.02,288.00,579.04,1.39,1.00,7.58,1.02,12.38,0.25,0.99,0.98
4.16,12.00,14718.24,1547.45,7710.99,113.74,113.74,642.18,288.00,605.26,1.67,1.00,9.03,1.02,17.33,0.34,0.99,0.98
5.14,15.00,21624.58,1924.31,8460.53,175.23,175.23,709.40,288.00,635.88,2.09,1.00,11.23,1.03,25.35,0.50,0.99,0.98
6.18,18.00,29761.21,2306.85,8789.16,246.02,246.02,778.20,288.00,666.69,2.52,1.00,13.40,1.03,34.62,0.69,0.99,0.98
7.15,21.00,39008.02,2678.00,9114.96,332.36,332.36,827.16,288.00,687.82,2.99,1.00,15.77,1.04,44.37,0.88,0.99,0.98
8.21,24.00,50988.78,3087.26,9296.92,438.07,438.07,924.70,288.00,729.48,3.60,1.00,18.72,1.04,60.76,1.20,0.99,0.98
9.30,27.00,72757.69,3560.37,9735.59,644.84,644.84,1071.03,288.00,775.27,4.54,1.00,23.01,1.05,89.38,1.77,0.99,0.98
1.14,3.00,3536.82,1388.64,6635.22,9.75,9.75,546.58,288.00,559.91,1.23,1.00,6.65,1.02,4.79,0.18,0.99,0.98
2.09,6.00,4617.13,1394.03,6763.68,31.43,31.43,544.89,288.00,564.73,1.27,1.00,6.88,1.02,0.00,0.18,0.99,0.98
3.14,9.00,8374.63,1386.73,7034.09,60.29,60.29,586.21,288.00,578.89,1.39,1.00,7.57,1.02,12.34,0.24,0.99,0.98
4.16,12.00,14718.36,1547.45,7712.93,113.74,113.74,641.30,288.00,605.10,1.67,1.00,9.02,1.02,17.29,0.34,0.99,0.98
5.14,15.00,21624.78,1924.31,8461.42,175.24,175.24,708.43,288.00,635.70,2.09,1.00,11.22,1.03,25.30,0.50,0.99,0.98
6.18,18.00,29761.34,2306.85,8790.17,246.00,246.00,777.08,288.00,666.46,2.51,1.00,13.38,1.03,34.55,0.68,0.99,0.98
7.15,21.00,39007.34,2678.01,9115.46,332.36,332.36,826.12,288.00,687.65,2.99,1.00,15.75,1.04,44.29,0.88,0.99,0.98
8.21,24.00,50989.98,3087.30,9297.37,438.00,438.00,923.62,288.00,729.31,3.60,1.00,18.70,1.04,60.66,1.20,0.99,0.98
9.30,27.00,72758.74,3560.37,9736.52,644.88,644.88,1070.13,288.00,775.11,4.54,1.00,22.98,1.05,89.28,1.77,0.99,0.98
1.14,3.00,3885.07,1388.52,6637.87,9.75,9.75,555.84,288.00,561.26,1.24,1.00,6.71,1.02,4.61,0.19,0.99,0.98
2.09,6.00,4704.59,1394.39,6766.37,31.51,31.51,546.57,288.00,565.00,1.27,1.00,6.89,1.02,0.00,0.18,0.99,0.98
3.14,9.00,8374.96,1386.73,7036.62,60.31,60.31,585.41,288.00,578.75,1.39,1.00,7.56,1.02,12.31,0.24,0.99,0.98
